Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
9740700T;Ecole maternelle publique Damase Legros;Ecole;Public;14 rue de la Gare le Chaudron;;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;1;0;;;;0262281393;;;ce.9740700T@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974011500650;;;-20.89021978536501, 55.48585435035203;SANS OBJET;La Réunion;La Réunion;La Réunion;342508.1;7689259.8;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 2;-20.89021978536501;55.48585435035203;Numéro de rue;1975-10-05;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741260B;;;9740062Z;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740708B;Ecole maternelle les Jacarandas;Ecole;Public;2 rue de la Cure;STE CLOTILDE;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;1;0;;;;0262280758;;;ce.9740708B@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974011501229;;;-20.89115481982912, 55.47924888421686;SANS OBJET;La Réunion;La Réunion;La Réunion;341821.9;7689149.8;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 3;-20.89115481982912;55.47924888421686;Numéro de rue;1976-05-14;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740645H;;;9740086A;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740709C;Ecole maternelle publique les Badamiers;Ecole;Public;28 route du Moufia;;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;1;0;;;;0262282942;;;ce.9740709C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974011500346;;;-20.89977434321133, 55.49187432093754;SANS OBJET;La Réunion;La Réunion;La Réunion;343144.3;7688208.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 2;-20.89977434321133;55.49187432093754;Numéro de rue;1976-05-14;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741188Y;;;9740062Z;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740742N;Ecole primaire publique Raymond Allard;Ecole;Public;110 rue des Flamboyants;LA CRESSONNIERE;97440 ST ANDRE;97440;97409;Saint-André;974;28;04;1;1;;;;0262586156;;;ce.9740742N@ac-reunion.fr;1;0;1;;;;;;;;;;;;;REP+;;21974009900201;;;-20.9764864162112, 55.66048013023011;SANS OBJET;La Réunion;La Réunion;La Réunion;360754.0;7679871.9;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-André;-20.9764864162112;55.66048013023011;Numéro de rue;1977-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741324W;;;9740010T;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9740744R;Ecole maternelle publique Ylang-Ylang;Ecole;Public;15 rue de la Digue;;97400 ST DENIS;97400;97411;Saint-Denis;974;28;04;1;0;;;;0262219409;;;ce.9740744R@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974011500601;;;-20.88547677364383, 55.44474208621961;SANS OBJET;La Réunion;La Réunion;La Réunion;338226.0;7689744.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 5;-20.88547677364383;55.44474208621961;Numéro de rue;1977-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740595D;;;9741067S;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740750X;Ecole maternelle publique Robert Debré;Ecole;Public;10 rue du Belvédère;;97450 ST LOUIS;97450;97414;Saint-Louis;974;28;04;1;0;;;;0262261820;;;ce.9740750X@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974014900204;;;-21.291261828253592, 55.41670237593916;SANS OBJET;La Réunion;La Réunion;La Réunion;335755.6;7644792.9;EPSG:2975;Circonscription d'inspection du 1er degré Saint-Louis/Cilaos;-21.291261828253592;55.41670237593916;Numéro de rue;1977-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741189Z;;;9740058V;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740755C;Ecole maternelle publique Sidr 400;Ecole;Public;115 rue Jules Bertaut;BP 262;97430 LE TAMPON;97430;97422;Le Tampon;974;28;04;1;0;;;;0262578755;;;ce.9740755C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974022200373;;;-21.28227335825959, 55.51372827680372;SANS OBJET;La Réunion;La Réunion;La Réunion;345813.0;7645885.9;EPSG:2975;Circonscription d'inspection du 1er degré du Tampon 1;-21.28227335825959;55.51372827680372;Numéro de rue;1977-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741581A;;;9740057U;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740800B;Ecole élémentaire publique Laurent Vergès;Ecole;Public;7 rue Rosa Luxemburg;RIVIERE DES GALETS;97420 LE PORT;97420;97407;Le Port;974;28;04;0;1;;;;0262420241;;;ce.9740800B@ac-reunion.fr;1;0;1;;;;;;;;;;;;;REP+;;21974007300115;;;-20.958475172878092, 55.31508038064902;SANS OBJET;La Réunion;La Réunion;La Réunion;324821.0;7681526.5;EPSG:2975;Circonscription d'inspection du 1er degré du Port;-20.958475172878092;55.31508038064902;Numéro de rue;1979-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740812P;;;9740815T;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740803E;Ecole maternelle publique les Colimaçons;Ecole;Public;28 rue Lon Mon Poy Joseph;SAINT LEU;97436 ST LEU;97436;97413;Saint-Leu;974;28;04;1;0;;;;0262248250;;;ce.9740803E@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974013100087;;;-21.139628249676992, 55.2942458896812;SANS OBJET;La Réunion;La Réunion;La Réunion;322868.9;7661448.1;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Leu;-21.139628249676992;55.2942458896812;Numéro de rue;1979-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740546A;;;9740451X;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740820Y;Ecole maternelle publique les Flamboyants;Ecole;Public;19 rue Gabriel Vayaboury;;97440 ST ANDRE;97440;97409;Saint-André;974;28;04;1;0;;;;0262460180;;;ce.9740820Y@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974009900193;;;-20.971696914604642, 55.65741036666495;SANS OBJET;La Réunion;La Réunion;La Réunion;360430.4;7680399.4;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-André;-20.971696914604642;55.65741036666495;Numéro de rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741324W;;;9740010T;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9740822A;Ecole maternelle publique les Lilas;Ecole;Public;179 rue du Stade;;97440 ST ANDRE;97440;97409;Saint-André;974;28;04;1;0;;;;0262462755;;;ce.9740822A@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974009900391;;;-20.956346637932647, 55.64758014635279;SANS OBJET;La Réunion;La Réunion;La Réunion;359394.0;7682090.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-André;-20.956346637932647;55.64758014635279;Numéro de rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741324W;;;9740010T;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9740824C;Ecole maternelle publique Bois de Nèfles;Ecole;Public;Place de la Mairie;STE CLOTILDE;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;1;0;;;;0262282407;;;ce.9740824C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974011500486;;;-20.916390234968308, 55.47791000688272;SANS OBJET;La Réunion;La Réunion;La Réunion;341709.1;7686354.9;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 2;-20.916390234968308;55.47791000688272;Rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741188Y;;;9740062Z;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740843Y;Ecole élémentaire publique Gervais Barret;Ecole;Public;2 allée Che Guevara;;97420 LE PORT;97420;97407;Le Port;974;28;04;0;1;;;;0262433693;;;ce.9740843Y@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974007300032;;;-20.938946613549014, 55.30517063617156;SANS OBJET;La Réunion;La Réunion;La Réunion;323767.6;7683677.6;EPSG:2975;Circonscription d'inspection du 1er degré du Port;-20.938946613549014;55.30517063617156;Numéro de rue;1981-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740812P;;;9740815T;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740905R;Ecole élémentaire publique Carrosse;Ecole;Public;10 chemin Carrosse;;97434 ST PAUL;97434;97415;Saint-Paul;974;28;04;0;1;;;;0262244847;;;ce.9740905R@ac-reunion.fr;1;0;1;;;;;;;;;;;;;;;21974015600621;;;-21.054169434470403, 55.2309381233609;SANS OBJET;La Réunion;La Réunion;La Réunion;316188.1;7670837.6;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 1;-21.054169434470403;55.2309381233609;Numéro de rue;1983-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740932V;;;9740059W;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740907T;Ecole maternelle publique Barrage;Ecole;Public;16 rue Wan-Hoï;La Saline Barrage;97422 ST PAUL;97422;97415;Saint-Paul;974;28;04;1;0;;;;0262335951;;;ce.9740907T@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974015600639;;;-21.100272666456856, 55.274349195162664;SANS OBJET;La Réunion;La Réunion;La Réunion;320755.0;7665782.9;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 2;-21.100272666456856;55.274349195162664;Numéro de rue;1983-10-15;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740035V;;;9740087B;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740916C;Ecole élémentaire publique Ariste Bolon;Ecole;Public;12 rue Christian Sinope;CITE COTUR;97420 LE PORT;97420;97407;Le Port;974;28;04;0;1;;;;0262434970;;;ce.9740916C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974007300289;;;-20.95066476783468, 55.29764137609324;SANS OBJET;La Réunion;La Réunion;La Réunion;322998.3;7682372.0;EPSG:2975;Circonscription d'inspection du 1er degré du Port;-20.95066476783468;55.29764137609324;Numéro de rue;1984-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740812P;;;9740815T;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740926N;Ecole élémentaire publique Alain Lorraine;Ecole;Public;91 allée des Tulipes;;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;0;1;;;;0262290229;;;ce.9740926N@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974011500908;;;-20.916842759768755, 55.48644181808203;SANS OBJET;La Réunion;La Réunion;La Réunion;342597.0;7686313.2;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 2;-20.916842759768755;55.48644181808203;Numéro de rue;1985-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741188Y;;;9740062Z;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740940D;Ecole maternelle publique la Rivière 2;Ecole;Public;43 bis quai Est;;97400 ST DENIS;97400;97411;Saint-Denis;974;28;04;1;0;;;;0262210896;;;ce.9740940D@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974011500916;;;-20.882069066127908, 55.44589503065125;SANS OBJET;La Réunion;La Réunion;La Réunion;338342.3;7690122.4;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 5;-20.882069066127908;55.44589503065125;Numéro de rue;1985-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740595D;;;9741067S;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740941E;Ecole maternelle publique Ravine Trois Bassins;Ecole;Public;21 ter Impasse Joseph Tsang Tung;SAINT COEUR;97422 ST PAUL;97422;97415;Saint-Paul;974;28;04;1;0;;;;0262248355;;;ce.9740941E@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974015600779;;;-21.09657775357131, 55.28863681741025;SANS OBJET;La Réunion;La Réunion;La Réunion;322235.0;7666208.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 2;-21.09657775357131;55.28863681741025;Numéro de rue;1985-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740035V;;;9740087B;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740999T;Ecole maternelle publique les Hibiscus;Ecole;Public;Avenue Jean Monnet;BRAS FUSIL;97470 ST BENOIT;97470;97410;Saint-Benoît;974;28;04;1;0;;;;0262504199;;;ce.9740999T@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974010700327;;;-21.050977610035407, 55.71228800765494;SANS OBJET;La Réunion;La Réunion;La Réunion;366206.7;7671670.4;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Benoît;-21.050977610035407;55.71228800765494;Rue;1988-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740083X;;;9740060X;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741076B;Ecole élémentaire publique Louis Clerc Fontaine;Ecole;Public;74 rue Jules Bertaut;;97430 LE TAMPON;97430;97422;Le Tampon;974;28;04;0;1;;;;0262540115;;;ce.9741076B@ac-reunion.fr;1;0;1;;;;;;;;;;;;;;;21974022200365;;;-21.28124411334506, 55.51563147100136;SANS OBJET;La Réunion;La Réunion;La Réunion;346009.4;7646001.7;EPSG:2975;Circonscription d'inspection du 1er degré du Tampon 1;-21.28124411334506;55.51563147100136;Numéro de rue;1991-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741581A;;;9740057U;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741198J;Ecole élémentaire publique Damase Legros;Ecole;Public;16 rue de la Gare;Sainte Clotilde;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;0;1;;;;0262280496;;;ce.9741198J@ac-reunion.fr;1;0;1;;;;;;;;;;;;;REP+;;21974011501195;;;-20.895575714170764, 55.492090271661425;SANS OBJET;La Réunion;La Réunion;La Réunion;343162.4;7688673.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 2;-20.895575714170764;55.492090271661425;Numéro de rue;1995-09-05;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741260B;;;9740062Z;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741219G;Ecole maternelle publique Isnelle Amelin;Ecole;Public;160 rue du Général de Gaulle;;97432 ST PIERRE;97432;97416;Saint-Pierre;974;28;04;1;0;;;;0262496348;;;ce.9741219G@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974016400476;;;-21.29129362075444, 55.4672724831398;SANS OBJET;La Réunion;La Réunion;La Réunion;341002.5;7644841.2;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Pierre 1;-21.29129362075444;55.4672724831398;Numéro de rue;1996-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740027L;;;9740056T;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741220H;Ecole maternelle publique André Hoareau;Ecole;Public;64 rue RN2 le Butor;BEAUFONDS;97470 ST BENOIT;97470;97410;Saint-Benoît;974;28;04;1;0;;;;0262503365;;;ce.9741220H@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974010700350;;;-21.04430304498988, 55.723380114998385;SANS OBJET;La Réunion;La Réunion;La Réunion;367353.4;7672418.5;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Benoît;-21.04430304498988;55.723380114998385;Numéro de rue;1996-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740083X;;;9740060X;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741316M;Ecole maternelle publique Roche Carangue;Ecole;Public;2 avenue de Provence;;97427 L ETANG SALE;97427;97404;L'Etang-Salé;974;28;04;1;0;;;;0262266469;;;ce.9741316M@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974004000155;;;-21.272238197716618, 55.33715082438346;SANS OBJET;La Réunion;La Réunion;La Réunion;327479.4;7646814.1;EPSG:2975;Circonscription d'inspection du 1er degré Avirons-l'étang-salé-Le Gol;-21.272238197716618;55.33715082438346;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741387P;;;9741362M;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741325X;Ecole primaire  publique Jules Joron;Ecole;Public;27 rue Thérésien Cadet;;97419 LA POSSESSION;97419;97408;La Possession;974;28;04;1;1;;;;0262432071;;;ce.9741325X@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974008100324;;;-20.95662530739492, 55.33032628232165;SANS OBJET;La Réunion;La Réunion;La Réunion;326404.3;7681747.9;EPSG:2975;Circonscription d'inspection du 1er degré de La Possession;-20.95662530739492;55.33032628232165;Rue;2002-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740084Y;;;9741083J;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9741509X;Ecole primaire publique Marcel Lauret;Ecole;Public;35 chemin Gros Eucalyptus;LA SALINE;97422 ST PAUL;97422;97415;Saint-Paul;974;28;04;1;1;;;;0262445515;;;ce.9741509X@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974015600936;;;-21.078617692576675, 55.26606305226786;SANS OBJET;La Réunion;La Réunion;La Réunion;319868.0;7668171.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 2;-21.078617692576675;55.26606305226786;Numéro de rue;2006-08-15;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740035V;;;9740087B;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9741541G;Ecole primaire publique Ma Pensée;Ecole;Public;14 rue des Corbeilles d'Or;;97412 BRAS PANON;97412;97402;Bras-Panon;974;28;04;1;1;;;;0262473911;;;ce.9741541G@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974002400159;;;-21.000056685735505, 55.693038700819194;SANS OBJET;La Réunion;La Réunion;La Réunion;364160.3;7677290.8;EPSG:2975;Circonscription d'inspection du 1er degré de Bras-Panon;-21.000056685735505;55.693038700819194;Numéro de rue;2008-01-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740046G;;;9741305A;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741583C;Ecole maternelle publique Madame Carlo (Suzette Mahé);Ecole;Public;35 rue Réné Smith;;97480 ST JOSEPH;97480;97412;Saint-Joseph;974;28;04;1;0;;;;0262217469;;;ce.9741583C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974012300407;;;-21.384236051067443, 55.611496426213684;SANS OBJET;La Réunion;La Réunion;La Réunion;356056.6;7634690.9;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Joseph;-21.384236051067443;55.611496426213684;Numéro de rue;2012-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740952S;;;9740452Y;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741584D;Ecole primaire publique Eloi Julenon;Ecole;Public;31 avenue de la Palestine;;97419 LA POSSESSION;97419;97408;La Possession;974;28;04;1;1;;;;0262595900;;;ce.9741584D@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974008100449;;;-20.96331471006668, 55.332602311124084;SANS OBJET;La Réunion;La Réunion;La Réunion;326648.7;7681009.8;EPSG:2975;Circonscription d'inspection du 1er degré de La Possession;-20.96331471006668;55.332602311124084;Numéro de rue;2012-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740084Y;;;9741083J;;;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9741587G;Ecole maternelle publique Thérèse Damour;Ecole;Public;18 rue des Vacoas;;97441 STE SUZANNE;97441;97420;Sainte-Suzanne;974;28;04;1;0;;;;0262201508;;;ce.9741587G@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974020600277;;;-20.936449409592672, 55.641068163913204;SANS OBJET;La Réunion;La Réunion;La Réunion;358698.2;7684286.8;EPSG:2975;Circonscription d'inspection du 1er degré de Sainte Suzanne;-20.936449409592672;55.641068163913204;Numéro de rue;2012-07-04;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741270M;;;9741539E;;;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741608E;Ecole maternelle publique de la Ravine Sèche;Ecole;Public;15 rue de l'Ecole;Etang Salé;97427 L ETANG SALE;97427;97404;L'Etang-Salé;974;28;04;1;0;;;;0262380141;;;ce.9741608E@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974004000254;;;-21.242627231319233, 55.35886353090534;SANS OBJET;La Réunion;La Réunion;La Réunion;329698.5;7650115.9;EPSG:2975;Circonscription d'inspection du 1er degré Avirons-l'étang-salé-Le Gol;-21.242627231319233;55.35886353090534;Numéro de rue;2014-08-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9741387P;;;9741362M;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741615M;Ecole primaire publique Zulmé Pinot;Ecole;Public;9 rue des Songes;;97431 LA PLAINE DES PALMISTES;97431;97406;La Plaine-des-Palmistes;974;28;04;1;1;;;;0693397716;;;ce.9741615M@ac-reunion.fr;1;0;1;;;;;;;;;;;;;REP;;21974006500129;;;-21.12719114075834, 55.63952419355792;SANS OBJET;La Réunion;La Réunion;La Réunion;358717.6;7663171.0;EPSG:2975;Circonscription d'inspection du 1er degré de Bras-Panon;-21.12719114075834;55.63952419355792;Numéro de rue;2015-08-17;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740083X;;;9741305A;;;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741663P;Ecole primaire privée les Chrysalides Sud;Ecole;Privé;2B Ancienne RN3;RAVINE DES CABRIS;97432 ST PIERRE;97432;97416;Saint-Pierre;974;28;04;1;1;;;;0262348782;;;leschrysalides.re@gmail.com;0;0;0;;;;;;;;;;;;;;;;;;-21.289501758034614, 55.50996128098049;HORS CONTRAT;La Réunion;La Réunion;La Réunion;345429.7;7645082.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Pierre 1;-21.289501758034614;55.50996128098049;Ville;2006-08-28;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740056T;;;;
